r_id,r_date,age,campus,class,ethnicity,gender,housing,housing_actual,status,vet,worker,drive,license,mode,mode_cat,camp_camp,camp_cat,park_campus_week,park_campus_days,tocamp_week,travel_time,travel_distance,main_route,region,informed,email_freq,email_read,email_subject,email_rules,rule_not_read,parking_ed,zip,x,y,park_pref,park_pref_2,park_permit,permit_type,permit_type_2,no_permit_why,no_permit,goldvgreen,greenvgold,lots_campus,park_where,park_awarness,park_avalible,park_first_choice,drive_res_class,drive_res_class_days,res_park,res_park2,mills_campus_peak,park_pref_peak,bv_campus_peak,centeral_camp_peak,lot_full,circle_time,comments,rate_overall_group,rate_overall,rate_maintenance,rate_online,rate_staff,rate_officers,rate_lot_safety,rate_clean,reason_no_vehicle,why_no_license,drop_off,rideshare_camp
255,3/18/2024,24,Main,Masters,White Non-Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,"Bobcat Shuttle, Walk","Alternative, Active",Walk,Walk,0 days,0,,15,0,,Region #3,Email,Less than I would like,Most of the time,,Some: I have read some parts of the Rules and RegulatiOns,Too long,Probably yes,78666,512,307,"Free parking On a city or neighborhood street,Downtown or On the Square","Free parking on a city or neighborhood street, Downtown or On the Square",No,,,"Permit cost is too high, Do not believe there is available parking, Available parking is incOnvenient for me",Do not believe there is available parking,,,,,,,,,,,,,,,,,,More commuter parking spots or lower cost for commuter permit - cost is too high for how few spots are available,Detractor,4,Somewhat satisfied,Somewhat easy,Extremely satisfied,Extremely satisfied,Somewhat satisfied,Somewhat satisfied,,,,
256,3/18/2024,20,Main,Senior,Black/Af Am,Female,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle","Drive, Alternative",Walk,Walk,4 days,4,,0,0,N. LBJ Dr. at Sessom Dr.,,Text Message,About right,Most of the time,,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably yes,78666,,,"A university lot or garage - with the correct parking permit,The LBJ Student Center Parking Garage (pay by the hour)","A university lot or garage - with the correct parking permit, LBJ PTP",Yes,,,,,,,"Other, please specify:",Closest to class,"Mill St (P12),Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",Bobcat Stadium (P10W),,,,,,,,,,My preferred lot does not get full,,More parking spots! Less red Ones,Detractor,5,Neither satisfied nor dissatisfied,Somewhat easy,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,
257,3/18/2024,19,Main,Sophomore,White Non-Hisp,Female,bv,Bobcat Village Apartments,Full-time,Veteran Dependent,,Yes,,,,"Drive,Walk","Drive, Walk",7 days,7,,,,,,Email,More than I would like,Most of the time,,No: I have read nOne of the Rules and RegulatiOns,Not interested,Might or might not,,,,"A university lot or garage - with the correct parking permit,I never drive to campus - I Only drive my car for nOn-university uses","A university lot or garage - with the correct parking permit, Do not drive to campus",,,,,,,,,,,,,,,,,,,,,,,Have more parking spaces. It is ridiculous the amount of time it takes to find a parking space On campus without having to park 20-30 minute walk away from your dorm. Start ticketing the poor drivers who almost hit pedestrians. Start ticketing the people who can't park correctly or double park. Repaint the parking spaces so we can actually see where the spaces are in the DARK garages.,,,,,,,,,,,,
258,3/18/2024,18,Main,Freshman,Black/Af Am,Female,On,Chautauqua Hall,Part-time,,,No,Yes,,,"Bobcat Shuttle,Walk,Uber / Lyft","Bobcat Shuttle, Walk, Uber / Lyft",,,,,,,,Email,About right,Never,Always,No: I have read nOne of the Rules and RegulatiOns,"other, please specify:",Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My parents/guardians would not allow it,,,A few times a semester
259,3/18/2024,25,Main,Senior,Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,Drive,Drive,Walk,Walk,4 days,4,,30,20,Aquarena Springs,,Text Message,About right,Always,,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably yes,78747,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,Speck Garage (C13),Closest to class,,,,,,,,,,,,Circle until a space becomes available,15 to 30 minutes,Open more garages for closer parking,Detractor,3,Somewhat satisfied,Somewhat easy,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,,,,
260,3/18/2024,26,Main,Senior,Hisp,Male,Off,Off-Campus,Part-time,,,Yes,,Drive,Drive,"Bobcat Shuttle,Walk","Bobcat Shuttle, Walk",5 days,5,,15,10,Hopkins,Region #6,Email,Less than I would like,Most of the time,,Yes: I have read all of the Rules and RegulatiOns,,Might or might not,78666,636,523,"A university lot or garage - without the correct parking permit,Free parking On a city or neighborhood street,The LBJ Student Center Parking Garage (pay by the hour),First available spot, regardless of restrictiOns,Downtown or On the Square","A university lot or garage - without the correct parking permit, Free parking on a city or neighborhood street, LBJ PTP, First available spot, Free parking on a city or neighborhood street, Downtown or On the Square",Yes,,,,,,,"Other, please specify:",Closest to class,"Mill St (P12),Bobcat Stadium East (P10E),Bobcat Stadium (P10W)","Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,,Park in a Red Faculty/Staff parking lot,,"Less parking employees, lower citatiOns, dOn’t charge excess ticket fees when hitting a limit. We are college students not people who have enough mOney to afford these things.",Detractor,1,Neither satisfied nor dissatisfied,Extremely difficult,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,,,,
261,3/18/2024,20,Main,Junior,Asian,Female,Off,Off-Campus,Full-time,,Student Wage Worker,Yes,,Drive,Drive,Walk,Walk,4 days,4,,0,0,N. LBJ Dr. at Sessom Dr.,Region #3,Text Message,Less than I would like,Sometimes,Never,Yes: I have read all of the Rules and RegulatiOns,,Might or might not,78666,519,285,"Free parking On a city or neighborhood street,The LBJ Student Center Parking Garage (pay by the hour)","Free parking on a city or neighborhood street, LBJ PTP",No,,,"Permit cost is too high, Did not want to ride the Bobcat Shuttle from available parking",Permit cost is too high,,,,,,,,,,,,,,,,,,I think making parking affordable will be helpful for students who are commuting especially if they commute from other cities.,Detractor,5,Neither satisfied nor dissatisfied,Somewhat easy,Somewhat satisfied,Extremely satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,,,,
262,3/18/2024,19,Main,Freshman,White Non-Hisp,Female,On,College Inn Hall,Full-time,,,Yes,,,,Walk,Walk,7 days,7,,,,,,Email,About right,About half the time,Most of the time,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably yes,,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,Green Residential Permit (more expensive),Green,,,,Convenience - I wanted more immediate access to my vehicle,,,,,,No,,College Inn (Lot 202),,,,,,My preferred lot does not get full,,"I believe there needs to be more parking lots, for freshman that live On campus.",Detractor,6,Neither satisfied nor dissatisfied,Neither easy nor difficult,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,,,,
263,3/18/2024,35,Main,Senior,White Non-Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,Drive,Drive,Walk,Walk,4 days,4,,60,30,Aquarena Springs,,Text Message,Less than I would like,Always,,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,78669,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,"Other, please specify:",Lot most likely to have available spaces,"Mill St (P12),Bobcat Stadium East (P10E),Bobcat Stadium (P10W)","Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",Bobcat Stadium (P10W),,,,,,,,,Circle until a space becomes available,5 to 15 minutes,"Have purple parking lots closer to campus. I walk about 18 minutes from lot c l, close to UEC.",Detractor,2,Extremely satisfied,Somewhat easy,Extremely dissatisfied,Extremely satisfied,Extremely satisfied,Extremely satisfied,,,,
264,3/18/2024,39,Main,Doctoral,White Non-Hisp,Male,Off,Off-Campus,Full-time,,GA,Yes,,Drive,Drive,"Drive,Walk","Drive, Walk",4 days,4,,0,0,Aquarena Springs,,Email,Less than I would like,Most of the time,,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,78666,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,Sewell North Lot (P14),Closest to class,"Bobcat Stadium East (P10E),Bobcat Stadium (P10W)","Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",Bobcat Stadium (P10W),,,,,,,,,Park in an available purple Perimeter (P) lot and ride the bus or walk.,,"Signs need to be improved for parking to make it clear which lots are which parking and where that parking starts and ends (for example, lots that share red and purple parking). I would also recommend evaluating the parking cOnditiOns in the parking lots and reassigning lots that are never full. For example, lot R2 is hardly ever full, and it has red parking. Opening even a quarter of that to students would give students closer optiOns for that side of campus and would not poorly impact faculty.  Also, opening lots earlier than 5 pm would be helpful when you have a class or back-to-back classes that start at 5 pm, and then you have to walk a distance in the dark. It would also be safer.  I know there is some transportatiOn in the evenings, but I never see when I leave class at 8 pm or later. Perhaps more informatiOn On this could be available, but preferably opening lots a bit earlier than 5 pm would help. HOnestly, a combinatiOn of some lots opening earlier, better signage, and thinking of which buildings hold night classes would be helpful. I'm here to get a degree in my field of study, not the parking regulatiOns. It's very unclear how they are enforced.",Detractor,6,Somewhat dissatisfied,Neither easy nor difficult,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,,,,
265,3/18/2024,60,Main,Senior,White Non-Hisp,Female,Off,Off-Campus,Part-time,,Student Wage Worker,No,No,Bobcat Shuttle,Alternative,"Bobcat Shuttle,Walk","Bobcat Shuttle, Walk",,,,0,0,,,Email,About right,Always,,Yes: I have read all of the Rules and RegulatiOns,,Definitely yes,78666,,,,,,,,,,,,,,,,,,,,,,,,,,,Need another parking garage,,,,,,,,,,I dOn't drive,,
266,3/18/2024,20,Main,Sophomore,White Non-Hisp,Female,Off,Off-Campus,Full-time,Veteran,,Yes,,Bobcat Shuttle,Alternative,"Bobcat Shuttle,Walk","Bobcat Shuttle, Walk",0 days,0,,0,5,,Region #6,Email,About right,Sometimes,Most of the time,No: I have read nOne of the Rules and RegulatiOns,Not interested,Might or might not,78666,697,536,"A university lot or garage - without the correct parking permit,Free parking On a city or neighborhood street,The LBJ Student Center Parking Garage (pay by the hour),The Edward Gary Parking Garage (pay by the hour)","A university lot or garage - without the correct parking permit, Free parking on a city or neighborhood street, LBJ PTP, Edward Gary PTP",No,,,"Permit cost is too high, Do not believe there is available parking, Available parking is incOnvenient for me",Permit cost is too high,,,,,,,,,,,,,,,,,,,Passive,7,Somewhat satisfied,Extremely easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,,,,
267,3/18/2024,35,Main,Masters,Hisp,Female,Off,Off-Campus,Part-time,,,Yes,,Drive,Drive,Walk,Walk,1 day,1,,15,20,Aquarena Springs,Other,Text Message,About right,About half the time,Most of the time,No: I have read nOne of the Rules and RegulatiOns,I already know what I need to know,Probably yes,78748,401,417,"A university lot or garage - with the correct parking permit,Free parking On a city or neighborhood street","A university lot or garage - with the correct parking permit, Free parking on a city or neighborhood street",Yes,,,,,,,Speck Garage (C13),Closest to class,Bobcat Stadium (P10W),Bobcat Stadium (P10W),Bobcat Stadium (P10W),,,,,,,,,Circle until a space becomes available,15 to 30 minutes,I feel like the Purple Permit parking areas have been removed way too much. There is hardly any available Purple Permit parking unless you come to campus at least 1 hour before your class time which is usually incOnvenient. There needs to be way more available Purple Permit parking areas especially now that the parking by the former President's House has been removed due to cOnstructiOn.,Detractor,3,Somewhat dissatisfied,Extremely easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,,,,
268,3/18/2024,21,Main,Senior,White Non-Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,Bobcat Shuttle,Alternative,Walk,Walk,0 days,0,,0,0,,,Email,Less than I would like,Always,,No: I have read nOne of the Rules and RegulatiOns,Too long,Probably yes,78666,,,Free parking On a city or neighborhood street,Free parking on a city or neighborhood street,No,,,"Permit cost is too high, Do not believe there is available parking, Other,",Do not believe there is available parking,,,,,,,,,,,,,,,,,,Adding more parking space,Detractor,5,Neither satisfied nor dissatisfied,Extremely difficult,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,,,,
269,3/18/2024,19,Main,Sophomore,Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle","Drive, Alternative","Bobcat Shuttle,Walk","Bobcat Shuttle, Walk",5 days,5,,45,20,Hopkins,,Email,About right,Most of the time,,No: I have read nOne of the Rules and RegulatiOns,I already know what I need to know,Probably yes,78152,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,Bobcat Stadium West Lot (P10W),Lot most likely to have available spaces,Mill St (P12),"Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,,Park in an available purple Perimeter (P) lot and ride the bus or walk.,,The bobcat village shuttle does not accommodate the influx of people parking at Lot 5 On many mornings.,Detractor,5,Somewhat satisfied,Extremely easy,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,,,,
270,3/18/2024,22,Main,Senior,White Non-Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,"Bobcat Shuttle, Carpool","Alternative, Alternative",Walk,Walk,0 days,0,,0,5,,,Website,About right,Always,,Yes: I have read all of the Rules and RegulatiOns,,Definitely yes,78666,,,I never drive to campus - I Only drive my car for nOn-university uses,Do not drive to campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
